source_url,Date of Sale,Product,Product Category,Quantity,Total Price,Total Profit,Payment Type,Customer ID,Location,Gender,Age Category,Main Category,Subcategory
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-17,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,15.0,7.65,PayPal,14900,Kildare,Female,45-54,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-18,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,4,86.0,43.86,Credit Card,6512,Limerick,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-18,Rose Gold Two Tier Drainer,Homeware → Design,2,62.0,24.8,Credit Card,4931,Cork,Male,45-54,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-18,Light Grey Straight Fit Jeans,Men → Jeans,2,58.0,23.2,Debit Card,19391,Longford,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-19,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,2,43.0,21.93,Credit Card,2050,,Female,18-24,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-19,Two pack Stars Bed Set,Homeware → Bed Bath,2,67.0,23.45,Credit Card,8756,Carlow,Male,,Homeware,Bed Bath
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-19,Rose Print Prom Dress,Children → Girls Wear,-1,37.0,18.87,Debit Card,11556,Dublin,Female,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-19,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,16.5,8.41,Credit Card,7312,Dublin,Male,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-20,Black Loose Fit Jeans with Stretch,Men → Jeans,1,29.0,11.6,Credit Card,13059,Kerry,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-20,Multi Llama Vests Three Pack,Children → Girls Wear,1,17.5,8.93,Debit Card,3819,Tipperary,Female,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-20,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,17.5,8.93,Credit Card,14087,Dublin,Male,18-24,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-21,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,3,55.5,28.3,PayPal,10262,Cork,Female,35-44,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-21,Dark Wash Straight Fit Jeans,Men → Jeans,1,33.0,13.2,Credit Card,9312,Dublin,Female,45-54,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-21,Navy Jersey Joggers,Men → Trousers,1,24.0,11.76,Credit Card,1222,Cork,Female,45-54,Men,Trousers
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-21,Lattice Runner,Homeware → Design,1,86.0,34.4,Credit Card,13797,Tipperary,Male,18-24,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page03.html,2024-04-21,Red Wing Iron Ranger Boot,Men → Shoes,1,87.0,39.15,Credit Card,6225,Dublin,Female,25-34,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-21,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,26.0,13.26,CC,10162,Dublin,,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-21,Double Wall Mug,Homeware → Design,1,12.5,5.0,Credit Card,16131,Sligo,,55-64,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-22,Red/Charcoal Joggers Two Pack,Children → Boys Wear,2,27.0,12.3,Credit Card,19528,Roscommon,Female,45-54,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-22,Red Wing Iron Ranger Boot,Men → Shoes,1,87.0,39.15,Credit Card,14050,Dublin,Female,45-54,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-22,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,29.7,9.9,PayPal,4765,Dublin,Male,45-54,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-23,Rose Gold Two Tier Drainer,Homeware → Design,2,62.0,24.8,Credit Card,14547,Kildare,Male,45-54,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-23,Whitney Pullover,Women → Tops,2,99.0,55.0,Debit Card,17662,Dublin,Male,35-44,Women,Tops
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-24,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,52.5,26.77,Debit Card,5386,Louth,,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-24,Black Slim Fit Jeans with Stretch,Men → Jeans,1,46.0,18.4,Credit Card,5978,Dublin,Male,18-24,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-24,Black Geo Jacquard Dress,Women → Dresses,1,33.3,14.8,Debit Card,10994,Offaly,Male,25-34,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-24,Rose Print Prom Dress,Children → Girls Wear,1,37.0,18.87,Credit Card,4444,Donegal,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-24,Blue Floral Embroidered Mac,Children → Girls Wear,1,35.0,17.85,Credit Card,11116,,Male,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-24,Cydney Plaid Shirt,Women → Tops,2,102.6,57.0,Debit Card,15553,,Female,25-34,Women,Tops
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-24,Mola Headlamp,Homeware → Design,2,86.0,34.4,Credit Card,16256,Dublin,Female,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-24,Black Loose Fit Jeans with Stretch,Men → Jeans,1,29.0,11.6,Credit Card,18781,Dublin,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-24,Dark Blue Belted Jeans,Men → Jeans,1,29.0,11.6,CC,10231,Dublin,Female,55-64,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-25,Light Grey Straight Fit Jeans,Men → Jeans,2,58.0,23.2,Debit Card,17100,Wicklow,,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-25,White Short Sleeve Bird Print Shirt,Men → Shirts,1,29.0,11.02,Debit Card,1469,Cork,Female,35-44,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-25,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,16.5,8.41,Debit Card,6819,Dublin,Male,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-26,Black Loose Fit Jeans with Stretch,Men → Jeans,-1,29.0,11.6,Credit Card,4039,Leitrim,Male,,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-26,Black Signature Point Court Shoes,Women → Shoes,1,39.6,15.4,CC,15622,Dublin,Male,35-44,Women,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-26,Black Geo Jacquard Dress,Women → Dresses,2,66.6,29.6,CC,2103,,Male,45-54,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-26,White Short Sleeve Bird Print Shirt,Men → Shirts,1,29.0,11.02,Credit Card,6225,Dublin,Female,25-34,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-26,Camp Stool,Homeware → Design,2,33.0,13.2,Credit Card,17187,Tipperary,Female,18-24,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-27,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,16.5,8.41,Debit Card,15300,Westmeath,Female,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-27,Black Loose Fit Jeans with Stretch,Men → Jeans,1,29.0,11.6,Credit Card,19303,Leitrim,Male,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-27,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,2,35.0,17.85,Debit Card,16634,Dublin,Female,55-64,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-27,Pink Cheque Shirt Dress,Children → Girls Wear,1,16.5,8.41,Credit Card,13684,Limerick,Male,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-28,Multi Llama Vests Three Pack,Children → Girls Wear,1,17.5,8.93,Credit Card,11066,Mayo,Female,18-24,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page04.html,2024-04-28,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,16.5,8.41,Credit Card,1662,Cork,Female,35-44,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-04-28,Ultimate Feels Like Down Duvet,Homeware → Bed Bath,2,136.0,47.6,Credit Card,5481,Wexford,Male,25-34,Homeware,Bed Bath
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-04-28,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,46.0,18.4,Debit Card,7634,Dublin,Male,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-04-29,Blue Floral Embroidered Mac,Children → Girls Wear,1,35.0,17.85,Debit Card,5439,Leitrim,Male,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-04-29,Multi Floral Print Short Dress,Women → Dresses,1,27.9,12.4,Voucher,7837,Mayo,Male,25-34,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-04-29,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,2,37.0,18.87,Credit Card,18412,Leitrim,Female,18-24,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-04-30,Light Blue Ditsy Slub Dress,Women → Dresses,1,22.5,11.25,Debit Card,12522,Dublin,,35-44,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-01,Soft Velour Eyelet Lined Curtains,Homeware → Design,1,106.0,42.4,Credit Card,16706,Westmeath,Female,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-01,Black Single Cuff Shirt,Men → Shirts,2,84.0,31.92,Debit Card,19256,Mayo,Male,45-54,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-01,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,17.5,8.93,Credit Card,5125,Dublin,Female,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-02,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,26.0,13.26,PayPal,18141,Cork,Female,,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-02,Black Slim Fit Jeans with Stretch,Men → Jeans,1,46.0,18.4,Debit Card,6225,Dublin,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-02,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,17.5,8.93,Debit Card,1250,Dublin,Female,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-02,Multi Floral Print Short Dress,Women → Dresses,1,31.0,15.5,Debit Card,11550,Dublin,Male,25-34,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-02,Multi Llama Vests Three Pack,Children → Girls Wear,1,17.5,8.93,Credit Card,12253,Dublin,Female,18-24,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-02,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,29.0,11.02,Credit Card,3097,Dublin,Female,45-54,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-03,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,16.5,8.41,Debit Card,12050,Dublin,Male,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-03,Black Loose Fit Jeans with Stretch,Men → Jeans,1,29.0,11.6,Debit Card,6458,Dublin,Female,18-24,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-03,Light Blue Ditsy Slub Dress,Women → Dresses,1,22.5,11.25,Debit Card,6762,Dublin,Female,35-44,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-03,Soft Velour Eyelet Lined Curtains,Homeware → Design,3,318.0,127.2,Credit Card,6169,Dublin,Male,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-03,Whitney Pullover,Women → Tops,3,148.5,82.5,Credit Card,14169,Dublin,Female,45-54,Women,Tops
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-03,Rose Print Prom Dress,Children → Girls Wear,1,37.0,18.87,Debit Card,4648,Clare,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-04,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,26.0,13.26,Debit Card,5406,Leitrim,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-04,White Colour Block T-Shirt,Children → Boys Wear,3,67.5,34.42,Credit Card,11712,Dublin,Male,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-04,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,17.5,8.93,Credit Card,12666,Louth,Female,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-05,Mid Blue Straight Fit Jeans,Men → Jeans,1,38.0,15.2,Debit Card,9962,Limerick,Male,45-54,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-05,Black Signature Point Court Shoes,Men → Shoes,1,44.0,19.8,Credit Card,3562,Clare,Male,55-64,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-05,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,17.5,8.93,Credit Card,2675,Dublin,Male,45-54,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-05,Dark Blue Belted Jeans,Men → Jeans,1,29.0,11.6,PayPal,10791,Dublin,Male,18-24,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-06,White Tie and Shirt Set,Men → Shirts,1,35.0,13.3,Credit Card,11919,Laois,Female,35-44,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page05.html,2024-05-06,Navy Linen Blend Dress,Women → Dresses,1,30.0,15.0,Voucher,19119,Limerick,Female,25-34,Women,Dresses
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-06,Grey Marl Panda Face Crew,Children → Boys Wear,3,34.5,17.59,Credit Card,12881,Dublin,Female,35-44,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-06,Metallic Cross Strap Block Heels,Men → Shoes,1,58.5,22.75,CC,6234,Waterford,Male,18-24,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-06,Floral Embroidered Kaftan,Children → Girls Wear,1,32.0,16.32,Debit Card,7447,Clare,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-06,White Short Sleeve Bird Print Shirt,Men → Shirts,1,29.0,11.02,Credit Card,1969,Cork,Male,25-34,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-07,Floral Embroidered Kaftan,Children → Girls Wear,1,32.0,16.32,Credit Card,19037,Donegal,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-07,Floral Embroidered Kaftan,Children → Girls Wear,2,64.0,32.64,PayPal,2966,Monaghan,Male,18-24,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-07,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,3,64.5,32.9,Debit Card,15697,Tipperary,Male,55-64,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-07,Rose Gold Two Tier Drainer,Homeware → Design,2,62.0,24.8,Credit Card,17656,Kerry,Male,18-24,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-07,Blue Floral Embroidered Mac,Children → Girls Wear,1,35.0,17.85,Debit Card,14603,Dublin,,55-64,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-07,Black Signature Point Court Shoes,Men → Shoes,2,88.0,39.6,Credit Card,13456,Waterford,Female,18-24,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-08,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,29.0,11.02,CC,10269,Roscommon,Female,35-44,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-08,Crinkle Velvet Bed Set,Homeware → Bed Bath,2,110.0,38.5,Credit Card,11919,Laois,Female,35-44,Homeware,Bed Bath
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-08,Rose Gold Two Tier Drainer,Homeware → Design,1,31.0,12.4,Credit Card,15700,,Male,45-54,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-08,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,2,43.0,21.93,Credit Card,12500,Dublin,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-08,Woodel Wall Mirror,Homeware → Design,1,66.0,26.4,Credit Card,10922,Kildare,Female,35-44,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-08,Tan Leather Woven Slingbacks,Women → Shoes,1,38.7,15.05,Debit Card,7997,Louth,Female,35-44,Women,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-09,Black Single Cuff Shirt,Men → Shirts,2,84.0,31.92,Debit Card,8803,Dublin,Male,35-44,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-09,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,2,52.0,26.52,Debit Card,18662,Donegal,Female,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-09,Floral Embroidered Kaftan,Children → Girls Wear,1,32.0,16.32,Credit Card,18169,Limerick,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-09,Dark Wash Straight Fit Jeans,Men → Jeans,1,33.0,13.2,Credit Card,15700,,Male,45-54,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-09,Grey Marl Panda Face Crew,Children → Boys Wear,3,34.5,17.59,Credit Card,3951,Offaly,Male,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-09,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,33.0,13.2,Debit Card,7094,Cork,Female,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-09,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,1,21.5,10.96,Credit Card,13141,Dublin,Female,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-09,Black Slim Fit Jeans with Stretch,Men → Jeans,1,46.0,18.4,Debit Card,1144,Dublin,Male,35-44,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-10,Double Wall Mug,Homeware → Design,1,12.5,5.0,Credit Card,16512,Laois,Male,35-44,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-10,White Short Sleeve Geo Print Shirt,Men → Shirts,1,24.3,7.56,Credit Card,15206,Meath,Male,25-34,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-10,Cream Vintage Bin,Homeware → Bed Bath,2,144.0,50.4,Credit Card,7425,Dublin,Male,25-34,Homeware,Bed Bath
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-10,Harriet Chambray Top,Women → Tops,1,31.5,17.5,Debit Card,6719,Cork,Female,25-34,Women,Tops
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-10,Floral Embroidered Kaftan,Children → Girls Wear,3,96.0,48.96,Debit Card,10944,Dublin,Male,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page06.html,2024-05-10,White Cropped Leggings,Men → Trousers,1,35.0,17.15,Credit Card,1400,Laois,Female,35-44,Men,Trousers
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-11,Rose Print Prom Dress,Children → Girls Wear,1,37.0,18.87,Debit Card,4917,Donegal,,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-11,Mola Headlamp,Homeware → Design,1,43.0,17.2,Credit Card,14884,Dublin,Male,55-64,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-11,Black Slim Fit Jeans with Stretch,Men → Jeans,1,46.0,18.4,Debit Card,8403,Dublin,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-11,Lunar Cirque Blouse,Women → Tops,1,24.0,14.4,Credit Card,14856,Laois,Male,35-44,Women,Tops
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-12,Light Grey Straight Fit Jeans,Men → Jeans,2,58.0,23.2,Credit Card,12984,Donegal,Male,45-54,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-12,Dark Wash Straight Fit Jeans,Men → Jeans,1,33.0,13.2,Credit Card,18412,Leitrim,Female,18-24,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-12,Rose Print Prom Dress,Children → Girls Wear,1,37.0,18.87,Debit Card,6466,Leitrim,Male,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-12,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,52.5,26.77,Debit Card,5995,Dublin,Female,25-34,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-12,Metallic Cross Strap Block Heels,Men → Shoes,1,65.0,29.25,Debit Card,2003,Dublin,Male,25-34,Men,Shoes
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-13,Rose Print Prom Dress,Children → Girls Wear,1,37.0,18.87,Debit Card,13009,Monaghan,,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-13,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,41.4,13.8,Debit Card,17647,Louth,Female,25-34,Men,Jeans
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-13,Lyle & Scott Oxford Shirt,Men → Shirts,3,189.0,71.82,CC,6942,Tipperary,Female,35-44,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-13,Pink Cheque Shirt Dress,Children → Girls Wear,1,16.5,8.41,Credit Card,13194,,Female,45-54,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-13,Rose Gold Two Tier Drainer,Homeware → Design,2,62.0,24.8,Credit Card,5378,Waterford,,35-44,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-13,Pennsylvania Notebooks,Homeware → Design,3,34.5,13.8,Credit Card,8475,Wexford,Female,35-44,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-14,Rose Print Prom Dress,Children → Girls Wear,2,74.0,37.74,PayPal,17137,Cork,Male,35-44,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-14,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,2,52.0,26.52,Credit Card,14744,Dublin,Male,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-14,Black Single Cuff Shirt,Men → Shirts,1,42.0,15.96,Credit Card,16266,Dublin,Male,25-34,Men,Shirts
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-14,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,15.0,7.65,Credit Card,4072,Dublin,Male,18-24,Children,Boys Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-14,Mola Headlamp,Homeware → Design,1,43.0,17.2,Credit Card,6354,Mayo,,25-34,Homeware,Design
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-14,Pink Cheque Shirt Dress,Children → Girls Wear,1,16.5,8.41,Credit Card,5316,Meath,Male,25-34,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-14,Rose Print Prom Dress,Children → Girls Wear,2,74.0,37.74,PayPal,5179,Cork,Female,45-54,Children,Girls Wear
http://mlg.ucd.ie/modules/python/assignment1/retail/2024Q2-page07.html,2024-05-15,Dark Wash Straight Fit Jeans,Men → Jeans,1,33.0,13.2,Debit Card,15325,Louth,Male,25-34,Men,Jeans
